,location,total_sqft,bath,price,bhk
6887,Thigalarapalya,1400.0,2.0,105.0,2
6889,Thigalarapalya,1297.0,2.0,98.0,2
6891,Thubarahalli,3800.0,4.0,239.0,4
6892,Thubarahalli,1200.0,2.0,78.0,2
6893,Thubarahalli,1128.0,2.0,75.0,2
6894,Thubarahalli,1185.0,2.0,65.0,2
6895,Thubarahalli,975.0,2.0,55.0,2
6896,Thubarahalli,1330.0,2.0,75.0,2
6897,Thubarahalli,1085.0,2.0,70.0,2
6898,Thubarahalli,1216.0,2.0,80.0,2
6899,Thubarahalli,1200.0,2.0,79.0,2
6900,Thubarahalli,1200.0,2.0,80.0,2
6901,Thubarahalli,1200.0,2.0,79.55,2
6903,Thubarahalli,2625.0,3.0,175.0,3
6904,Thubarahalli,975.0,2.0,50.0,2
6906,Thubarahalli,1584.0,3.0,101.0,3
6907,Thyagaraja Nagar,800.0,1.0,100.0,1
6908,Thyagaraja Nagar,2000.0,4.0,145.0,5
6909,Thyagaraja Nagar,1270.0,2.0,95.25,3
6910,Thyagaraja Nagar,1040.0,2.0,68.0,2
6911,Tindlu,1500.0,2.0,87.0,3
6912,Tindlu,7500.0,7.0,400.0,7
6913,Tindlu,1357.0,2.0,65.0,3
6914,Tindlu,1500.0,3.0,87.0,3
6915,Tindlu,1370.07,3.0,65.0,3
6916,Tindlu,1165.0,2.0,59.8,2
6917,Tindlu,1050.0,2.0,55.0,2
6918,Tindlu,1100.0,2.0,55.0,2
6919,Tumkur Road,1500.0,3.0,95.0,3
6920,Tumkur Road,1779.0,3.0,112.0,3
6921,Tumkur Road,1586.0,3.0,100.0,3
6922,Tumkur Road,1098.0,2.0,72.0,2
6923,Tumkur Road,1354.0,3.0,90.0,3
6924,Tumkur Road,1240.0,2.0,84.0,3
6925,Tumkur Road,1239.0,2.0,82.0,2
6926,Tumkur Road,1246.0,2.0,82.0,2
6927,Tumkur Road,1500.0,3.0,100.0,3
6929,Tumkur Road,1416.0,3.0,94.0,3
6930,Tumkur Road,1027.0,2.0,60.0,2
6931,Tumkur Road,1027.0,2.0,68.62,2
6932,Tumkur Road,1459.0,2.0,95.0,3
6933,Tumkur Road,992.0,2.0,60.0,2
6934,Tumkur Road,1066.0,2.0,52.5,2
6935,Tumkur Road,708.0,2.0,32.0,2
6936,Tumkur Road,1240.0,2.0,79.0,3
6937,Tumkur Road,1441.0,2.0,95.0,3
6938,Tumkur Road,1240.0,2.0,83.0,3
6939,Tumkur Road,1027.0,2.0,67.0,2
6941,Tumkur Road,992.0,2.0,70.0,2
6942,Tumkur Road,1354.0,3.0,85.86,3
6943,Ulsoor,2135.0,3.0,215.0,3
6944,Ulsoor,1275.0,2.0,120.0,2
6945,Ulsoor,1020.0,3.0,110.0,3
6946,Ulsoor,1200.0,2.0,60.0,2
6947,Ulsoor,1180.0,2.0,100.0,2
6948,Ulsoor,1340.0,3.0,90.0,3
6949,Ulsoor,1500.0,2.0,125.0,3
6950,Ulsoor,2000.0,3.0,185.0,3
6951,Ulsoor,1255.0,2.0,120.0,2
6952,Ulsoor,1685.0,4.0,185.0,3
6954,Ulsoor,2135.0,3.0,170.0,3
6955,Ulsoor,1160.0,2.0,130.0,2
6956,Uttarahalli,1440.0,2.0,62.0,3
6957,Uttarahalli,1143.0,2.0,45.0,2
6958,Uttarahalli,1020.0,2.0,45.0,2
6959,Uttarahalli,1286.0,2.0,63.0,2
6960,Uttarahalli,1101.0,2.0,45.0,2
6961,Uttarahalli,1345.0,2.0,67.0,2
6964,Uttarahalli,1175.0,2.0,47.0,2
6965,Uttarahalli,1390.0,2.0,62.55,3
6966,Uttarahalli,1330.0,2.0,56.0,3
6967,Uttarahalli,1008.0,2.0,45.0,2
6968,Uttarahalli,1390.0,2.0,60.47,3
6969,Uttarahalli,1617.0,3.0,66.68,3
6970,Uttarahalli,1150.0,2.0,49.0,2
6971,Uttarahalli,1330.0,2.0,56.0,3
6972,Uttarahalli,1200.0,2.0,44.0,2
6975,Uttarahalli,882.0,2.0,30.0,2
6976,Uttarahalli,993.0,2.0,39.71,2
6977,Uttarahalli,1045.0,2.0,45.0,2
6978,Uttarahalli,850.0,2.0,37.93,2
6980,Uttarahalli,3600.0,6.0,120.0,6
6981,Uttarahalli,1788.0,3.0,98.34,3
6982,Uttarahalli,1345.0,2.0,57.0,3
6983,Uttarahalli,1089.0,2.0,43.55,2
6985,Uttarahalli,1279.0,2.0,48.0,2
6987,Uttarahalli,1425.0,2.0,64.0,3
6988,Uttarahalli,1155.0,2.0,40.42,2
6989,Uttarahalli,1050.0,2.0,42.0,2
6990,Uttarahalli,1300.0,2.0,55.0,3
6991,Uttarahalli,1250.0,2.0,55.0,3
6992,Uttarahalli,1700.0,3.0,88.0,3
6993,Uttarahalli,1200.0,3.0,50.0,3
6994,Uttarahalli,1085.0,2.0,43.0,2
6996,Uttarahalli,1175.0,2.0,47.0,2
6997,Uttarahalli,1689.28,3.0,91.2,3
6998,Uttarahalli,1175.0,2.0,47.0,2
6999,Uttarahalli,1137.0,2.0,63.0,2
7000,Uttarahalli,1215.0,2.0,52.85,3
7001,Uttarahalli,1325.0,2.0,53.0,2
7002,Uttarahalli,1300.0,2.0,60.0,3
7003,Uttarahalli,850.0,2.0,35.0,2
7004,Uttarahalli,1627.86,3.0,88.0,3
7006,Uttarahalli,1360.0,2.0,61.2,3
7007,Uttarahalli,661.0,1.0,36.0,1
7008,Uttarahalli,1134.0,2.0,45.36,2
7010,Uttarahalli,1320.0,2.0,55.44,3
7011,Uttarahalli,1390.0,2.0,61.16,3
7012,Uttarahalli,1090.0,2.0,45.0,2
7013,Uttarahalli,1050.0,2.0,42.0,2
7014,Uttarahalli,1123.0,2.0,48.0,2
7015,Uttarahalli,1329.0,2.0,56.0,3
7016,Uttarahalli,938.0,2.0,35.0,2
7019,Uttarahalli,1100.0,1.0,45.0,2
7020,Uttarahalli,1125.0,2.0,47.0,2
7022,Uttarahalli,1685.0,3.0,85.0,3
7023,Uttarahalli,1390.0,2.0,62.55,3
7025,Uttarahalli,1180.0,2.0,41.3,2
7026,Uttarahalli,1380.0,2.0,42.0,2
7027,Uttarahalli,1737.0,2.0,95.0,3
7029,Uttarahalli,1160.0,2.0,45.0,2
7030,Uttarahalli,1280.0,2.0,60.0,3
7032,Uttarahalli,1190.0,2.0,53.55,2
7033,Uttarahalli,1330.0,2.0,57.0,3
7034,Uttarahalli,1560.0,3.0,74.0,3
7036,Uttarahalli,1125.0,2.0,48.0,2
7037,Uttarahalli,1320.0,2.0,55.44,3
7039,Uttarahalli,1160.0,2.0,40.6,2
7042,Uttarahalli,1065.0,2.0,42.59,2
7043,Uttarahalli,1075.0,2.0,46.76,2
7044,Uttarahalli,1155.0,2.0,40.6,2
7047,Uttarahalli,1215.0,2.0,52.85,3
7049,Uttarahalli,1180.0,2.0,41.3,2
7052,Uttarahalli,1002.0,2.0,40.08,2
7053,Uttarahalli,1002.0,2.0,40.08,2
7054,Uttarahalli,1075.0,2.0,40.0,2
7056,Uttarahalli,1155.0,2.0,40.43,2
7058,Uttarahalli,1025.0,2.0,35.88,2
7059,Uttarahalli,1125.0,2.0,47.65,2
7060,Uttarahalli,1300.0,2.0,55.0,2
7061,Uttarahalli,1025.0,2.0,35.88,2
7062,Uttarahalli,980.0,2.0,45.0,2
7063,Uttarahalli,1125.0,2.0,47.0,2
7068,Uttarahalli,1175.0,2.0,47.0,2
7071,Uttarahalli,1525.0,2.0,62.82,3
7072,Uttarahalli,1265.0,2.0,65.0,3
7075,Uttarahalli,1213.0,2.0,48.0,2
7077,Uttarahalli,900.0,2.0,35.0,2
7078,Uttarahalli,1065.0,2.0,42.6,2
7081,Uttarahalli,1125.0,2.0,47.0,2
7082,Uttarahalli,1270.0,2.0,55.25,3
7083,Uttarahalli,1270.0,2.0,55.25,3
7084,Uttarahalli,1107.0,2.0,45.0,2
7085,Uttarahalli,1200.0,2.0,55.0,2
7087,Uttarahalli,1460.0,3.0,76.0,3
7088,Uttarahalli,1500.0,3.0,68.0,3
7089,Uttarahalli,1120.0,2.0,50.0,2
7090,Uttarahalli,1150.0,2.0,46.0,2
7091,Uttarahalli,1330.0,2.0,58.0,3
7093,Uttarahalli,1050.0,2.0,42.0,2
7094,Uttarahalli,1125.0,2.0,48.0,2
7096,Uttarahalli,1345.0,2.0,57.0,3
7097,Uttarahalli,1345.0,2.0,57.0,3
7099,Uttarahalli,1000.0,2.0,52.0,2
7100,Uttarahalli,1037.0,2.0,36.0,2
7102,Uttarahalli,1000.0,2.0,39.5,2
7103,Uttarahalli,1125.0,1.0,45.0,2
7105,Uttarahalli,1160.0,2.0,40.58,2
7106,Uttarahalli,1123.0,2.0,60.0,2
7108,Uttarahalli,1000.0,2.0,35.0,2
7109,Uttarahalli,1330.0,2.0,57.0,3
7110,Uttarahalli,1125.0,2.0,47.0,2
7111,Uttarahalli,1165.0,1.0,42.09,2
7112,Uttarahalli,1260.0,2.0,55.0,2
7113,Uttarahalli,1284.0,2.0,53.36,2
7114,Uttarahalli,1150.0,2.0,45.99,2
7116,Uttarahalli,1290.0,2.0,56.12,3
7117,Uttarahalli,1328.0,2.0,56.0,3
7118,Uttarahalli,1040.0,2.0,36.4,2
7119,Uttarahalli,1290.0,2.0,56.12,3
7121,Uttarahalli,1075.0,2.0,46.76,2
7122,Uttarahalli,1345.0,2.0,57.0,3
7123,Varthur,1160.0,2.0,44.0,2
7124,Varthur,1385.0,2.0,80.0,2
7126,Varthur,1024.0,2.0,42.0,2
7127,Varthur,1125.0,2.0,40.0,2
7128,Varthur,1112.0,2.0,40.0,2
7129,Varthur,1055.0,2.0,45.35,2
7130,Varthur,1280.0,2.0,65.0,2
7131,Varthur,977.0,2.0,36.0,2
7132,Varthur,1250.0,3.0,71.0,3
7133,Varthur,1200.0,3.0,67.75,3
7134,Varthur,1111.0,2.0,41.88,2
7135,Varthur,1140.0,2.0,55.5,2
7136,Varthur,1012.0,2.0,59.0,2
7137,Varthur,1140.0,2.0,39.9,2
7138,Varthur,1090.0,2.0,48.0,2
7139,Varthur,1450.0,3.0,71.0,3
7140,Varthur,1210.0,2.0,60.0,2
7141,Varthur,1070.0,2.0,46.0,2
7142,Varthur,1360.0,2.0,85.0,3
7143,Varthur,965.0,2.0,34.0,2
7144,Varthur,1120.0,2.0,44.24,2
7145,Varthur,1395.0,2.0,79.0,3
7146,Varthur,1085.0,2.0,45.0,2
7147,Varthur,1250.0,2.0,47.0,2
7148,Varthur,1200.0,3.0,68.38,3
7150,Varthur,1155.0,2.0,60.0,2
7151,Varthur,1035.0,2.0,60.0,2
7152,Varthur,1155.0,2.0,39.0,2
7153,Varthur,1180.0,2.0,55.0,2
7155,Varthur,1738.0,2.0,57.35,2
7156,Varthur,1045.0,2.0,40.65,2
7157,Varthur,1155.0,2.0,39.0,2
7159,Varthur,1210.0,2.0,64.15,2
7161,Varthur,1105.0,2.0,38.0,2
7162,Varthur,1560.0,3.0,90.0,3
7163,Varthur,1760.0,2.0,85.0,2
7164,Varthur,1210.0,2.0,54.0,2
7165,Varthur,1112.0,2.0,40.0,2
7167,Varthur,1000.0,1.0,65.0,2
7169,Varthur Road,900.0,2.0,27.0,2
7170,Varthur Road,1277.0,2.0,59.0,2
7171,Varthur Road,1247.0,2.0,58.0,3
7172,Varthur Road,1050.0,2.0,42.7,2
7173,Varthur Road,1255.0,2.0,52.76,2
7175,Varthur Road,1033.0,2.0,32.0,2
7176,Varthur Road,1140.0,2.0,49.11,2
7177,Varthur Road,850.0,2.0,25.4,2
7178,Vasanthapura,1022.0,2.0,40.0,2
7179,Vasanthapura,1135.0,2.0,39.73,2
7180,Vasanthapura,995.0,2.0,34.82,2
7181,Vasanthapura,995.0,2.0,34.82,2
7182,Vasanthapura,1037.0,2.0,36.28,2
7183,Vasanthapura,978.0,2.0,34.22,2
7184,Vasanthapura,1037.0,2.0,36.28,2
7185,Vidyaranyapura,1440.0,2.0,95.0,2
7186,Vidyaranyapura,1062.0,2.0,38.0,2
7187,Vidyaranyapura,1200.0,2.0,55.0,2
7188,Vidyaranyapura,1200.0,4.0,90.0,4
7190,Vidyaranyapura,1060.0,2.0,55.0,2
7191,Vidyaranyapura,1100.0,2.0,54.0,2
7192,Vidyaranyapura,1440.0,2.0,70.0,3
7193,Vidyaranyapura,1100.0,2.0,54.0,2
7194,Vidyaranyapura,1000.0,2.0,35.0,2
7196,Vidyaranyapura,1120.0,2.0,70.0,2
7197,Vidyaranyapura,945.0,2.0,40.0,2
7198,Vidyaranyapura,1100.0,2.0,54.0,2
7199,Vidyaranyapura,1200.0,2.0,65.0,3
7200,Vidyaranyapura,1200.0,2.0,52.0,2
7201,Vidyaranyapura,1050.0,2.0,50.0,2
7202,Vidyaranyapura,1188.0,2.0,50.0,2
7203,Vidyaranyapura,1100.0,2.0,75.0,3
7204,Vidyaranyapura,1100.0,2.0,72.0,3
7205,Vidyaranyapura,2400.0,5.0,135.0,4
7206,Vidyaranyapura,1100.0,2.0,41.0,2
7207,Vidyaranyapura,1200.0,2.0,60.5,2
7208,Vidyaranyapura,1200.0,2.0,42.0,2
7209,Vijayanagar,1704.0,3.0,110.0,3
7210,Vijayanagar,1933.0,3.0,129.0,3
7212,Vijayanagar,1450.0,3.0,100.0,3
7213,Vijayanagar,1580.0,2.0,134.0,3
7214,Vijayanagar,1826.0,3.0,121.0,3
7215,Vijayanagar,1739.0,3.0,116.0,3
7216,Vijayanagar,1490.0,3.0,100.0,3
7217,Vijayanagar,1180.0,2.0,65.0,2
7218,Vijayanagar,606.0,1.0,34.78,1
7219,Vijayanagar,1352.0,2.0,68.0,2
7220,Vijayanagar,1527.0,3.0,115.0,3
7221,Vijayanagar,989.0,2.0,60.0,2
7222,Vijayanagar,1520.0,2.0,103.0,3
7223,Vijayanagar,1749.0,3.0,117.0,3
7224,Vijayanagar,1046.0,2.0,75.0,2
7225,Vijayanagar,606.0,1.0,40.0,1
7226,Vijayanagar,1200.0,2.0,62.0,2
7229,Vijayanagar,1760.0,3.0,140.0,3
7230,Vijayanagar,2047.0,3.0,136.0,3
7231,Vijayanagar,1200.0,2.0,75.0,3
7232,Vijayanagar,1178.0,2.0,82.0,2
7233,Vijayanagar,864.0,2.0,45.0,2
7234,Vijayanagar,2100.0,6.0,252.0,4
7235,Vijayanagar,920.0,2.0,60.0,2
7236,Vijayanagar,1019.0,2.0,58.0,2
7237,Vijayanagar,2400.0,6.0,125.0,5
7238,Vijayanagar,1180.0,2.0,86.0,2
7239,Vijayanagar,1046.0,2.0,49.06,2
7240,Vijayanagar,2400.0,2.0,230.0,1
7241,Vijayanagar,492.0,1.0,40.0,1
7243,Vishveshwarya Layout,750.0,1.0,30.0,1
7244,Vishveshwarya Layout,2000.0,4.0,75.0,4
7245,Vishveshwarya Layout,2100.0,6.0,92.0,6
7246,Vishveshwarya Layout,2000.0,3.0,90.0,4
7247,Vishwapriya Layout,820.0,2.0,30.0,2
7248,Vishwapriya Layout,770.0,2.0,30.0,2
7249,Vishwapriya Layout,910.0,2.0,36.0,2
7250,Vishwapriya Layout,890.0,2.0,37.0,2
7251,Vittasandra,1404.0,2.0,71.0,2
7252,Vittasandra,1246.0,2.0,67.0,2
7253,Vittasandra,1404.0,2.0,69.3,2
7254,Vittasandra,1246.0,2.0,67.3,2
7255,Vittasandra,1246.0,2.0,64.5,2
7256,Vittasandra,1246.0,2.0,64.5,2
7257,Vittasandra,1246.0,2.0,68.0,2
7259,Vittasandra,1238.0,2.0,67.0,2
7260,Vittasandra,1404.0,2.0,75.0,2
7261,Vittasandra,1246.0,2.0,65.0,2
7262,Vittasandra,1238.0,2.0,67.0,2
7263,Vittasandra,1246.0,2.0,67.4,2
7264,Vittasandra,1259.0,2.0,67.4,2
7265,Vittasandra,1404.0,2.0,68.8,2
7266,Vittasandra,1246.0,2.0,62.3,2
7267,Vittasandra,1246.0,2.0,63.0,2
7268,Vittasandra,1246.0,2.0,67.4,2
7269,Vittasandra,1246.0,2.0,65.4,2
7271,Vittasandra,1238.0,2.0,67.32,2
7272,Vittasandra,1246.0,2.0,67.4,2
7274,Vittasandra,1246.0,2.0,67.3,2
7275,Vittasandra,1404.0,2.0,70.0,2
7276,Vittasandra,1259.0,2.0,67.48,2
7277,Vittasandra,1404.0,2.0,75.0,2
7279,Vittasandra,1246.0,2.0,67.0,2
7282,Vittasandra,1404.0,2.0,72.0,2
7283,Vittasandra,1246.0,2.0,67.5,2
7284,Vittasandra,1246.0,2.0,67.5,2
7285,Vittasandra,1404.0,2.0,70.0,2
7286,Vittasandra,1246.0,2.0,65.0,2
7287,Vittasandra,1246.0,2.0,67.4,2
7291,Whitefield,1610.0,3.0,81.0,3
7292,Whitefield,1459.0,2.0,94.82,2
7297,Whitefield,1280.0,2.0,75.0,2
7299,Whitefield,1910.0,3.0,161.0,3
7300,Whitefield,3252.0,4.0,230.0,4
7301,Whitefield,11890.0,4.0,700.0,4
7304,Whitefield,1150.0,2.0,70.0,2
7305,Whitefield,1768.0,3.0,101.0,3
7307,Whitefield,4144.0,4.0,315.0,4
7308,Whitefield,4104.0,4.0,360.0,4
7309,Whitefield,1790.0,3.0,100.0,3
7310,Whitefield,1720.0,3.0,100.0,3
7312,Whitefield,1640.0,4.0,91.0,3
7315,Whitefield,2280.0,4.0,126.0,3
7317,Whitefield,1447.0,2.0,83.0,2
7319,Whitefield,1897.0,3.0,130.0,3
7320,Whitefield,2225.0,2.0,125.0,3
7324,Whitefield,2268.0,3.0,163.0,4
7327,Whitefield,2400.0,4.0,200.0,4
7329,Whitefield,1360.0,2.0,95.0,2
7331,Whitefield,1697.0,3.0,94.79,3
7332,Whitefield,5000.0,4.0,400.0,4
7333,Whitefield,3000.0,5.0,250.0,4
7334,Whitefield,1700.0,3.0,115.0,3
7337,Whitefield,2842.0,3.0,162.0,3
7341,Whitefield,1500.0,3.0,130.0,3
7342,Whitefield,1280.0,2.0,75.0,2
7344,Whitefield,1405.0,2.0,78.0,3
7345,Whitefield,2225.0,3.0,115.0,3
7346,Whitefield,1272.0,2.0,95.05,2
7349,Whitefield,1192.0,2.0,71.0,2
7353,Whitefield,1626.0,3.0,89.0,3
7354,Whitefield,1585.0,3.0,88.0,3
7355,Whitefield,995.0,2.0,28.585,1
7357,Whitefield,1280.0,2.0,85.0,2
7358,Whitefield,1200.0,3.0,68.5,3
7359,Whitefield,4000.0,4.0,330.0,4
7360,Whitefield,1697.0,3.0,108.0,3
7362,Whitefield,3606.0,4.0,312.0,4
7363,Whitefield,1485.0,2.0,90.0,2
7364,Whitefield,950.0,1.0,50.0,1
7365,Whitefield,3584.0,4.0,199.0,4
7366,Whitefield,825.0,1.0,45.0,1
7369,Whitefield,1635.0,2.0,85.0,3
7370,Whitefield,1216.0,2.0,79.0,2
7376,Whitefield,920.0,2.0,63.0,2
7378,Whitefield,1170.0,2.0,71.0,2
7379,Whitefield,1118.0,2.0,75.0,2
7380,Whitefield,1800.0,3.0,110.0,3
7381,Whitefield,1562.0,3.0,103.0,3
7382,Whitefield,1190.0,2.0,67.0,2
7384,Whitefield,2321.0,4.0,128.0,3
7385,Whitefield,1320.0,2.0,95.0,2
7388,Whitefield,3010.0,3.0,200.0,3
7389,Whitefield,1346.0,2.0,96.17,2
7390,Whitefield,3850.0,5.0,316.0,3
7394,Whitefield,2500.0,4.0,155.0,4
7395,Whitefield,905.0,1.0,55.0,1
7397,Whitefield,2268.0,3.0,146.0,4
7400,Whitefield,937.0,1.0,32.79,1
7401,Whitefield,3537.0,5.0,210.0,4
7403,Whitefield,1697.0,3.0,115.0,3
7407,Whitefield,3250.0,5.0,290.0,5
7411,Whitefield,1269.0,2.0,75.0,2
7412,Whitefield,3227.0,5.0,250.0,5
7413,Whitefield,1545.0,3.0,79.0,3
7416,Whitefield,3262.0,4.0,260.0,4
7418,Whitefield,1132.0,2.0,79.28,2
7421,Whitefield,2830.0,5.0,160.0,4
7423,Whitefield,1195.0,2.0,70.0,2
7424,Whitefield,3480.0,4.0,284.0,3
7426,Whitefield,1250.0,2.0,72.0,2
7427,Whitefield,971.0,1.0,34.385,1
7428,Whitefield,1340.0,2.0,77.0,2
7429,Whitefield,1320.0,2.0,79.5,2
7430,Whitefield,750.0,2.0,52.7,2
7431,Whitefield,1200.0,3.0,61.96,3
7438,Whitefield,3445.0,5.0,270.0,4
7439,Whitefield,1700.0,3.0,140.0,3
7440,Whitefield,4827.0,4.0,400.0,4
7441,Whitefield,1405.0,2.0,84.5,2
7443,Whitefield,3252.0,4.0,280.0,4
7445,Whitefield,1150.0,2.0,90.0,2
7446,Whitefield,2400.0,4.0,147.0,4
7448,Whitefield,624.0,1.0,35.0,1
7451,Whitefield,1700.0,3.0,95.0,3
7452,Whitefield,4960.0,4.0,400.0,4
7453,Whitefield,2928.0,4.0,198.0,4
7455,Whitefield,2700.0,5.0,175.0,3
7456,Whitefield,1216.0,2.0,84.0,2
7457,Whitefield,2882.0,5.0,204.0,4
7458,Whitefield,1840.0,3.0,140.0,3
7459,Whitefield,1778.0,3.0,122.0,3
7460,Whitefield,1400.0,2.0,80.0,2
7461,Whitefield,650.0,1.0,25.0,1
7462,Whitefield,2155.0,3.0,125.0,4
7463,Whitefield,905.0,1.0,52.0,1
7467,Whitefield,1216.0,2.0,69.06,2
7468,Whitefield,1216.0,2.0,75.0,2
7469,Whitefield,1355.0,2.0,78.0,2
7470,Whitefield,1255.0,2.0,77.0,2
7471,Whitefield,1216.0,2.0,73.0,2
7472,Whitefield,971.0,1.0,34.735,1
7476,Whitefield,1745.0,3.0,100.0,3
7477,Whitefield,3200.0,4.0,224.0,4
7479,Whitefield,825.0,1.0,44.9,1
7483,Whitefield,1870.0,3.0,138.0,3
7486,Whitefield,1862.0,3.0,125.0,3
7487,Whitefield,1655.0,3.0,113.0,3
7488,Whitefield,530.0,1.0,29.44,1
7490,Whitefield,905.0,1.0,50.0,1
7491,Whitefield,1600.0,3.0,82.0,3
7492,Whitefield,1230.0,4.0,80.0,4
7494,Whitefield,937.0,1.0,32.15,1
7495,Whitefield,905.0,1.0,52.0,1
7499,Whitefield,1216.0,2.0,83.0,2
7503,Whitefield,1355.0,3.0,76.0,2
7504,Whitefield,4075.0,5.0,226.0,4
7505,Whitefield,1216.0,2.0,75.0,2
7516,Whitefield,750.0,1.0,51.0,1
7518,Whitefield,1173.0,2.0,77.0,2
7519,Whitefield,1200.0,3.0,68.4,3
7522,Whitefield,1216.0,2.0,69.0,2
7523,Whitefield,3425.0,5.0,250.0,4
7528,Whitefield,2173.0,3.0,128.0,3
7530,Whitefield,905.0,1.0,62.0,1
7531,Whitefield,1870.0,3.0,138.0,3
7532,Whitefield,1320.0,2.0,99.26,2
7533,Whitefield,2901.0,4.0,190.0,3
7534,Whitefield,1485.0,2.0,96.51,2
7535,Whitefield,1755.0,3.0,101.0,3
7537,Whitefield,2225.0,3.0,149.0,3
7538,Whitefield,1250.0,2.0,82.0,2
7539,Whitefield,605.0,1.0,40.0,1
7542,Whitefield,2210.0,3.0,156.0,3
7543,Whitefield,1173.0,2.0,78.2,2
7544,Whitefield,1740.0,4.0,130.0,3
7545,Whitefield,1216.0,2.0,75.0,2
7547,Whitefield,1655.0,3.0,120.0,3
7548,Whitefield,4003.0,6.0,300.0,4
7550,Whitefield,1180.0,2.0,70.0,2
7552,Whitefield,2023.0,4.0,130.0,3
7553,Whitefield,2134.0,4.0,118.0,3
7556,Whitefield,905.0,1.0,60.0,1
7562,Whitefield,1452.0,3.0,90.0,3
7563,Whitefield,2850.0,5.0,240.0,4
7566,Whitefield,2830.0,5.0,190.0,4
7567,Whitefield,1295.0,2.0,78.5,2
7568,Whitefield,840.0,1.0,57.6,1
7569,Whitefield,1991.0,3.0,104.0,3
7573,Whitefield,1655.0,3.0,97.0,3
7574,Whitefield,1850.0,3.0,150.0,3
7575,Whitefield,1200.0,3.0,67.77,3
7576,Whitefield,1290.0,2.0,90.0,2
7579,Whitefield,1216.0,2.0,75.0,2
7580,Whitefield,1356.0,2.0,94.84,2
7581,Whitefield,1338.0,2.0,103.0,2
7584,Whitefield,3450.0,4.0,208.0,3
7588,Whitefield,1267.0,2.0,90.33,2
7589,Whitefield,2400.0,4.0,143.0,4
7590,Whitefield,1836.0,3.0,125.0,3
7592,Whitefield,3596.0,3.0,200.0,3
7593,Whitefield,1275.0,2.0,65.0,3
7596,Whitefield,1216.0,2.0,82.0,2
7597,Whitefield,1495.0,3.0,88.0,2
7598,Whitefield,1564.0,3.0,103.0,3
7599,Whitefield,1585.0,3.0,84.0,3
7602,Whitefield,1558.0,3.0,90.0,3
7603,Whitefield,1216.0,2.0,75.0,2
7604,Whitefield,1227.0,2.0,70.0,2
7605,Whitefield,1704.0,3.0,120.0,3
7606,Whitefield,1256.0,2.0,73.0,2
7609,Whitefield,1300.0,2.0,78.0,2
7610,Whitefield,1570.0,3.0,88.0,3
7611,Whitefield,1216.0,2.0,84.03,2
7612,Whitefield,1240.0,2.0,70.0,2
7613,Whitefield,1216.0,2.0,72.5,2
7615,Whitefield,2025.0,4.0,115.0,3
7616,Whitefield,1346.0,2.0,100.0,3
7620,Whitefield,2990.0,3.0,198.0,4
7623,Whitefield,1720.0,3.0,98.97,3
7624,Whitefield,1600.0,3.0,95.0,3
7625,Whitefield,1655.0,3.0,108.0,3
7626,Whitefield,1740.0,3.0,95.0,3
7628,Whitefield,1350.0,2.0,88.0,2
7630,Whitefield,1216.0,2.0,80.0,2
7631,Whitefield,2900.0,4.0,225.0,4
7632,Whitefield,1340.0,2.0,101.0,2
7634,Whitefield,1500.0,3.0,78.57,3
7635,Whitefield,1626.0,3.0,85.0,3
7637,Whitefield,1100.0,2.0,65.0,2
7639,Whitefield,1270.0,2.0,65.0,3
7640,Whitefield,3117.0,3.0,261.0,3
7641,Whitefield,1216.0,2.0,73.0,2
7643,Whitefield,3150.0,3.0,290.0,3
7645,Whitefield,2956.0,5.0,234.0,4
7649,Whitefield,2247.0,3.0,145.0,3
7650,Whitefield,3940.0,5.0,265.0,4
7652,Whitefield,1160.0,2.0,67.0,2
7654,Whitefield,1180.0,2.0,77.0,2
7655,Whitefield,2140.0,3.0,139.0,3
7656,Whitefield,1314.0,2.0,84.0,2
7659,Whitefield,1012.0,2.0,58.0,2
7663,Whitefield,1431.0,3.0,85.0,3
7664,Whitefield,524.0,1.0,29.0,1
7665,Whitefield,2830.0,4.0,161.0,4
7666,Whitefield,2135.0,3.0,149.0,4
7668,Whitefield,3075.0,2.0,188.0,4
7669,Whitefield,1760.0,3.0,160.0,3
7670,Whitefield,1655.0,3.0,110.0,3
7671,Whitefield,840.0,1.0,57.0,1
7672,Whitefield,1725.0,3.0,106.0,3
7675,Whitefield,516.0,1.0,39.0,1
7677,Whitefield,6000.0,4.0,410.0,4
7678,Whitefield,1639.0,3.0,107.0,3
7679,Whitefield,1820.0,3.0,113.0,3
7681,Whitefield,3565.0,4.0,218.0,4
7682,Whitefield,3410.0,5.0,253.0,4
7685,Whitefield,4500.0,4.0,330.0,4
7686,Whitefield,1250.0,2.0,85.0,2
7688,Whitefield,1277.0,2.0,77.0,2
7689,Whitefield,1820.0,3.0,140.0,3
7690,Whitefield,3453.0,4.0,247.0,4
7695,Whitefield,2280.0,4.0,125.0,3
7696,Whitefield,2882.0,5.0,200.0,4
7701,Whitefield,1190.0,2.0,70.0,2
7703,Whitefield,1270.0,2.0,94.0,2
7704,Whitefield,1220.0,2.0,89.0,2
7707,Whitefield,3758.0,3.0,300.0,3
7712,Whitefield,1216.0,2.0,72.0,2
7714,Whitefield,5400.0,5.0,475.0,4
7715,Whitefield,1396.0,3.0,74.0,3
7720,Whitefield,1346.0,2.0,76.01,2
7724,Whitefield,1615.0,3.0,96.9,3
